"tahun","nama_provinsi","nama_kabupaten","nama_kecamatan","nama_kelurahan","jenis_kelamin","agama","jumlah","periode_data"
"2015","DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","BATU AMPAR","Perempuan","Khonghuchu","","2015"
"2015","DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","BALE KAMBANG","Perempuan","Khonghuchu","","2015"
"2015","DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","CILILITAN","Perempuan","Khonghuchu","","2015"
"2015","DKI JAKARTA","JAKARTA TIMUR","KRAMAT JATI","CAWANG","Perempuan","Khonghuchu","","2015"
"2015","DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","GEDONG","Perempuan","Khonghuchu","","2015"
"2015","DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","BARU","Perempuan","Khonghuchu","","2015"
"2015","DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","CIJANTUNG","Perempuan","Khonghuchu","","2015"
"2015","DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","KALISARI","Perempuan","Khonghuchu","","2015"
"2015","DKI JAKARTA","JAKARTA TIMUR","PASAR REBO","PEKAYON","Perempuan","Khonghuchu","1","2015"
"2015","DKI JAKARTA","JAKARTA TIMUR","CAKUNG","JATINEGARA","Perempuan","Khonghuchu","","2015"
"2015","DKI JAKARTA","JAKARTA TIMUR","CAKUNG","RAWA TERATE","Perempuan","Khonghuchu","","2015"
"2015","DKI JAKARTA","JAKARTA TIMUR","CAKUNG","PENGGILINGAN","Perempuan","Khonghuchu","","2015"
"2015","DKI JAKARTA","JAKARTA TIMUR","CAKUNG","CAKUNG TIMUR","Perempuan","Khonghuchu","","2015"
"2015","DKI JAKARTA","JAKARTA TIMUR","CAKUNG","PULO GEBANG","Perempuan","Khonghuchu","","2015"
"2015","DKI JAKARTA","JAKARTA TIMUR","CAKUNG","UJUNG MENTENG","Perempuan","Khonghuchu","","2015"
"2015","DKI JAKARTA","JAKARTA TIMUR","CAKUNG","CAKUNG BARAT","Perempuan","Khonghuchu","","2015"
"2015","DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","DUREN SAWIT","Perempuan","Khonghuchu","","2015"
"2015","DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","PONDOK BAMBU","Perempuan","Khonghuchu","","2015"
"2015","DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","KLENDER","Perempuan","Khonghuchu","","2015"
"2015","DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","PONDOK KELAPA","Perempuan","Khonghuchu","","2015"
"2015","DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","MALAKA SARI","Perempuan","Khonghuchu","","2015"
"2015","DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","MALAKA JAYA","Perempuan","Khonghuchu","","2015"
"2015","DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","PONDOK KOPI","Perempuan","Khonghuchu","","2015"
"2015","DKI JAKARTA","JAKARTA TIMUR","MAKASAR","MAKASAR","Perempuan","Khonghuchu","","2015"
"2015","DKI JAKARTA","JAKARTA TIMUR","MAKASAR","PINANG RANTI","Perempuan","Khonghuchu","","2015"
"2015","DKI JAKARTA","JAKARTA TIMUR","MAKASAR","KEBON PALA","Perempuan","Khonghuchu","","2015"
"2015","DKI JAKARTA","JAKARTA TIMUR","MAKASAR","HALIM PERDANA KUSUMAH","Perempuan","Khonghuchu","","2015"
"2015","DKI JAKARTA","JAKARTA TIMUR","MAKASAR","CIPINANG MELAYU","Perempuan","Khonghuchu","","2015"
"2015","DKI JAKARTA","JAKARTA TIMUR","CIRACAS","CIRACAS","Perempuan","Khonghuchu","","2015"
"2015","DKI JAKARTA","JAKARTA TIMUR","CIRACAS","CIBUBUR","Perempuan","Khonghuchu","","2015"
"2015","DKI JAKARTA","JAKARTA TIMUR","CIRACAS","KELAPA DUA WETAN","Perempuan","Khonghuchu","","2015"
"2015","DKI JAKARTA","JAKARTA TIMUR","CIRACAS","SUSUKAN","Perempuan","Khonghuchu","","2015"
"2015","DKI JAKARTA","JAKARTA TIMUR","CIRACAS","RAMBUTAN","Perempuan","Khonghuchu","","2015"
"2015","DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","CIPAYUNG","Perempuan","Khonghuchu","","2015"
"2015","DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","CILANGKAP","Perempuan","Khonghuchu","","2015"
"2017","DKI JAKARTA","JAKARTA BARAT","KEBON JERUK","SUKABUMI SELATAN","Laki-Laki","Kristen","1","2017"
"2017","DKI JAKARTA","JAKARTA BARAT","KEBON JERUK","KELAPA DUA","Laki-Laki","Kristen","3","2017"
"2017","DKI JAKARTA","JAKARTA BARAT","KEBON JERUK","DURI KEPA","Laki-Laki","Kristen","36","2017"
"2017","DKI JAKARTA","JAKARTA BARAT","KEBON JERUK","KEDOYA UTARA","Laki-Laki","Kristen","11","2017"
"2017","DKI JAKARTA","JAKARTA BARAT","KEBON JERUK","KEDOYA SELATAN","Laki-Laki","Kristen","9","2017"
"2017","DKI JAKARTA","JAKARTA BARAT","KALI DERES","KALIDERES","Laki-Laki","Kristen","14","2017"
"2017","DKI JAKARTA","JAKARTA BARAT","KALI DERES","SEMANAN","Laki-Laki","Kristen","7","2017"
"2017","DKI JAKARTA","JAKARTA BARAT","KALI DERES","TEGAL ALUR","Laki-Laki","Kristen","18","2017"
"2017","DKI JAKARTA","JAKARTA BARAT","KALI DERES","KAMAL","Laki-Laki","Kristen","12","2017"
"2017","DKI JAKARTA","JAKARTA BARAT","KALI DERES","PEGADUNGAN","Laki-Laki","Kristen","29","2017"
"2017","DKI JAKARTA","JAKARTA BARAT","PALMERAH","PALMERAH","Laki-Laki","Kristen","18","2017"
"2017","DKI JAKARTA","JAKARTA BARAT","PALMERAH","SLIPI","Laki-Laki","Kristen","4","2017"
"2017","DKI JAKARTA","JAKARTA BARAT","PALMERAH","KOTA BAMBU UTARA","Laki-Laki","Kristen","4","2017"
"2017","DKI JAKARTA","JAKARTA BARAT","PALMERAH","JATI PULO","Laki-Laki","Kristen","9","2017"
"2017","DKI JAKARTA","JAKARTA BARAT","PALMERAH","KEMANGGISAN","Laki-Laki","Kristen","13","2017"
"2017","DKI JAKARTA","JAKARTA BARAT","PALMERAH","KOTA BAMBU SELATAN","Laki-Laki","Kristen","8","2017"
"2017","DKI JAKARTA","JAKARTA BARAT","KEMBANGAN","KEMBANGAN UTARA","Laki-Laki","Kristen","8","2017"
"2017","DKI JAKARTA","JAKARTA BARAT","KEMBANGAN","MERUYA UTARA","Laki-Laki","Kristen","12","2017"
"2017","DKI JAKARTA","JAKARTA BARAT","KEMBANGAN","MERUYA SELATAN","Laki-Laki","Kristen","6","2017"
"2017","DKI JAKARTA","JAKARTA BARAT","KEMBANGAN","SRENGSENG","Laki-Laki","Kristen","8","2017"
"2017","DKI JAKARTA","JAKARTA BARAT","KEMBANGAN","JOGLO","Laki-Laki","Kristen","13","2017"
"2017","DKI JAKARTA","JAKARTA BARAT","KEMBANGAN","KEMBANGAN SELATAN","Laki-Laki","Kristen","11","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","TEBET","TEBET TIMUR","Laki-Laki","Kristen","6","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","TEBET","TEBET BARAT","Laki-Laki","Kristen","8","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","TEBET","MENTENG DALAM","Laki-Laki","Kristen","8","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","TEBET","KEBON BARU","Laki-Laki","Kristen","6","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","TEBET","BUKIT DURI","Laki-Laki","Kristen","5","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","TEBET","MANGGARAI SELATAN","Laki-Laki","Kristen","3","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","TEBET","MANGGARAI","Laki-Laki","Kristen","2","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","SETIA BUDI","SETIA BUDI","Laki-Laki","Kristen","1","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","SETIA BUDI","KARET SEMANGGI","Laki-Laki","Kristen","","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","SETIA BUDI","KARET KUNINGAN","Laki-Laki","Kristen","4","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","SETIA BUDI","KARET","Laki-Laki","Kristen","2","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","SETIA BUDI","MENTENG ATAS","Laki-Laki","Kristen","6","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","SETIA BUDI","PASAR MANGGIS","Laki-Laki","Kristen","6","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","SETIA BUDI","GUNTUR","Laki-Laki","Kristen","3","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","SETIA BUDI","KUNINGAN TIMUR","Laki-Laki","Kristen","1","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","MAMPANG PRAPATAN","MAMPANG PRAPATAN","Laki-Laki","Kristen","1","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","MAMPANG PRAPATAN","BANGKA","Laki-Laki","Kristen","3","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","MAMPANG PRAPATAN","PELA MAMPANG","Laki-Laki","Kristen","5","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","MAMPANG PRAPATAN","TEGAL PARANG","Laki-Laki","Kristen","6","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","MAMPANG PRAPATAN","KUNINGAN BARAT","Laki-Laki","Kristen","3","2017"
"2017","DKI JAKARTA","JAKARTA BARAT","KEBON JERUK","SUKABUMI UTARA","Laki-Laki","Kristen","5","2017"
"2017","DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","KLENDER","Laki-Laki","Budha","4","2017"
"2017","DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","PONDOK KELAPA","Laki-Laki","Budha","1","2017"
"2017","DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","MALAKA SARI","Laki-Laki","Budha","","2017"
"2017","DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","MALAKA JAYA","Laki-Laki","Budha","3","2017"
"2017","DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","PONDOK KOPI","Laki-Laki","Budha","1","2017"
"2017","DKI JAKARTA","JAKARTA TIMUR","MAKASAR","MAKASAR","Laki-Laki","Budha","","2017"
"2017","DKI JAKARTA","JAKARTA TIMUR","MAKASAR","PINANG RANTI","Laki-Laki","Budha","","2017"
"2017","DKI JAKARTA","JAKARTA TIMUR","MAKASAR","KEBON PALA","Laki-Laki","Budha","","2017"
"2017","DKI JAKARTA","JAKARTA TIMUR","MAKASAR","HALIM PERDANA KUSUMAH","Laki-Laki","Budha","","2017"
"2017","DKI JAKARTA","JAKARTA TIMUR","MAKASAR","CIPINANG MELAYU","Laki-Laki","Budha","","2017"
"2017","DKI JAKARTA","JAKARTA TIMUR","CIRACAS","CIRACAS","Laki-Laki","Budha","","2017"
"2017","DKI JAKARTA","JAKARTA TIMUR","CIRACAS","CIBUBUR","Laki-Laki","Budha","1","2017"
"2017","DKI JAKARTA","JAKARTA TIMUR","CIRACAS","KELAPA DUA WETAN","Laki-Laki","Budha","","2017"
"2017","DKI JAKARTA","JAKARTA TIMUR","CIRACAS","SUSUKAN","Laki-Laki","Budha","","2017"
"2017","DKI JAKARTA","JAKARTA TIMUR","CIRACAS","RAMBUTAN","Laki-Laki","Budha","","2017"
"2017","DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","CIPAYUNG","Laki-Laki","Budha","","2017"
"2017","DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","CILANGKAP","Laki-Laki","Budha","","2017"
"2017","DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","PONDOK RANGGON","Laki-Laki","Budha","","2017"
"2017","DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","MUNJUL","Laki-Laki","Budha","","2017"
"2017","DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","SETU","Laki-Laki","Budha","1","2017"
"2017","DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","BAMBU APUS","Laki-Laki","Budha","","2017"
"2017","DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","LUBANG BUAYA","Laki-Laki","Budha","","2017"
"2017","DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","CEGER","Laki-Laki","Budha","","2017"
"2017","DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU UTR","P. PANGGANG","Laki-Laki","Khonghuchu","","2017"
"2017","DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU UTR","P. KELAPA","Laki-Laki","Khonghuchu","","2017"
"2017","DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU UTR","P. HARAPAN","Laki-Laki","Khonghuchu","","2017"
"2017","DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU SLT","P. UNTUNG JAWA","Laki-Laki","Khonghuchu","","2017"
"2017","DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU SLT","P. TIDUNG","Laki-Laki","Khonghuchu","","2017"
"2017","DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU SLT","P. PARI","Laki-Laki","Khonghuchu","","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","GAMBIR","GAMBIR","Laki-Laki","Khonghuchu","","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","GAMBIR","CIDENG","Laki-Laki","Khonghuchu","","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","GAMBIR","PETOJO UTARA","Laki-Laki","Khonghuchu","","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","GAMBIR","PETOJO SELATAN","Laki-Laki","Khonghuchu","","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","GAMBIR","KEBON KELAPA","Laki-Laki","Khonghuchu","","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","GAMBIR","DURI PULO","Laki-Laki","Khonghuchu","","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","PASAR BARU","Laki-Laki","Khonghuchu","","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","KARANG ANYAR","Laki-Laki","Khonghuchu","","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","KARTINI","Laki-Laki","Khonghuchu","","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","GUNUNG SAHARI UTARA","Laki-Laki","Khonghuchu","","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","MANGGA DUA SELATAN","Laki-Laki","Khonghuchu","","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","KEMAYORAN","Laki-Laki","Khonghuchu","","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","KEBON KOSONG","Laki-Laki","Khonghuchu","","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","HARAPAN MULIA","Laki-Laki","Khonghuchu","","2017"
"2017","DKI JAKARTA","JAKARTA TIMUR","DUREN SAWIT","PONDOK BAMBU","Laki-Laki","Budha","1","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","TEBET","BUKIT DURI","Perempuan","Katholik","3","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","TEBET","MANGGARAI SELATAN","Perempuan","Katholik","1","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","TEBET","MANGGARAI","Perempuan","Katholik","6","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","SETIA BUDI","SETIA BUDI","Perempuan","Katholik","1","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","SETIA BUDI","KARET SEMANGGI","Perempuan","Katholik","1","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","SETIA BUDI","KARET KUNINGAN","Perempuan","Katholik","5","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","SETIA BUDI","KARET","Perempuan","Katholik","1","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","SETIA BUDI","MENTENG ATAS","Perempuan","Katholik","3","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","SETIA BUDI","PASAR MANGGIS","Perempuan","Katholik","7","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","SETIA BUDI","GUNTUR","Perempuan","Katholik","","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","SETIA BUDI","KUNINGAN TIMUR","Perempuan","Katholik","1","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","MAMPANG PRAPATAN","MAMPANG PRAPATAN","Perempuan","Katholik","","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","MAMPANG PRAPATAN","BANGKA","Perempuan","Katholik","1","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","MAMPANG PRAPATAN","PELA MAMPANG","Perempuan","Katholik","3","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","MAMPANG PRAPATAN","TEGAL PARANG","Perempuan","Katholik","1","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","MAMPANG PRAPATAN","KUNINGAN BARAT","Perempuan","Katholik","1","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","PASAR MINGGU","Perempuan","Katholik","","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","JATI PADANG","Perempuan","Katholik","3","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","CILANDAK TIMUR","Perempuan","Katholik","","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","RAGUNAN","Perempuan","Katholik","5","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","PEJATEN TIMUR","Perempuan","Katholik","2","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","PEJATEN BARAT","Perempuan","Katholik","3","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","KEBAGUSAN","Perempuan","Katholik","","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN LAMA","KEBAYORAN LAMA UTARA","Perempuan","Katholik","2","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN LAMA","PONDOK PINANG","Perempuan","Katholik","9","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN LAMA","CIPULIR","Perempuan","Katholik","3","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN LAMA","GROGOL UTARA","Perempuan","Katholik","5","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN LAMA","GROGOL SELATAN","Perempuan","Katholik","4","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN LAMA","KEBAYORAN LAMA SELATAN","Perempuan","Katholik","1","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","CILANDAK","CILANDAK BARAT","Perempuan","Katholik","3","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","CILANDAK","LEBAK BULUS","Perempuan","Katholik","2","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","CILANDAK","PONDOK LABU","Perempuan","Katholik","6","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","CILANDAK","GANDARIA SELATAN","Perempuan","Katholik","2","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","CILANDAK","CIPETE SELATAN","Perempuan","Katholik","3","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","MELAWAI","Perempuan","Katholik","","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","GUNUNG","Perempuan","Katholik","4","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","KRAMAT PELA","Perempuan","Katholik","2","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","SELONG","Perempuan","Katholik","2","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","RAWA BARAT","Perempuan","Katholik","","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","SENAYAN","Perempuan","Katholik","","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","PULO","Perempuan","Katholik","3","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN BARU","PETOGOGAN","Perempuan","Katholik","4","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","TEBET","KEBON BARU","Perempuan","Katholik","4","2017"
"2015","DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","MUNJUL","Perempuan","Khonghuchu","","2015"
"2015","DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","SETU","Perempuan","Khonghuchu","","2015"
"2015","DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","BAMBU APUS","Perempuan","Khonghuchu","","2015"
"2015","DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","LUBANG BUAYA","Perempuan","Khonghuchu","","2015"
"2015","DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","CEGER","Perempuan","Khonghuchu","","2015"
"2017","DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU UTR","P. PANGGANG","Laki-Laki","Islam","7","2017"
"2017","DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU UTR","P. KELAPA","Laki-Laki","Islam","10","2017"
"2017","DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU UTR","P. HARAPAN","Laki-Laki","Islam","2","2017"
"2017","DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU SLT","P. UNTUNG JAWA","Laki-Laki","Islam","2","2017"
"2017","DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU SLT","P. TIDUNG","Laki-Laki","Islam","16","2017"
"2017","DKI JAKARTA","KAB.ADM.KEP.SERIBU","KEP. SERIBU SLT","P. PARI","Laki-Laki","Islam","3","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","GAMBIR","GAMBIR","Laki-Laki","Islam","6","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","GAMBIR","CIDENG","Laki-Laki","Islam","15","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","GAMBIR","PETOJO UTARA","Laki-Laki","Islam","51","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","GAMBIR","PETOJO SELATAN","Laki-Laki","Islam","34","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","GAMBIR","KEBON KELAPA","Laki-Laki","Islam","23","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","GAMBIR","DURI PULO","Laki-Laki","Islam","79","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","PASAR BARU","Laki-Laki","Islam","10","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","KARANG ANYAR","Laki-Laki","Islam","32","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","KARTINI","Laki-Laki","Islam","18","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","GUNUNG SAHARI UTARA","Laki-Laki","Islam","27","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","SAWAH BESAR","MANGGA DUA SELATAN","Laki-Laki","Islam","64","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","KEMAYORAN","Laki-Laki","Islam","57","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","KEBON KOSONG","Laki-Laki","Islam","67","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","HARAPAN MULIA","Laki-Laki","Islam","65","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","SERDANG","Laki-Laki","Islam","119","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","GUNUNG SAHARI SELATAN","Laki-Laki","Islam","64","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","CEMPAKA BARU","Laki-Laki","Islam","95","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","SUMUR BATU","Laki-Laki","Islam","63","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","KEMAYORAN","UTAN PANJANG","Laki-Laki","Islam","103","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","SENEN","SENEN","Laki-Laki","Islam","15","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","SENEN","KENARI","Laki-Laki","Islam","20","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","SENEN","PASEBAN","Laki-Laki","Islam","71","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","SENEN","KRAMAT","Laki-Laki","Islam","92","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","SENEN","KWITANG","Laki-Laki","Islam","51","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","SENEN","BUNGUR","Laki-Laki","Islam","30","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","CEMPAKA PUTIH","CEMPAKA PUTIH TIMUR","Laki-Laki","Islam","37","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","CEMPAKA PUTIH","CEMPAKA PUTIH BARAT","Laki-Laki","Islam","28","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","CEMPAKA PUTIH","RAWASARI","Laki-Laki","Islam","47","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","MENTENG","MENTENG","Laki-Laki","Islam","70","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","MENTENG","PEGANGSAAN","Laki-Laki","Islam","76","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","MENTENG","CIKINI","Laki-Laki","Islam","22","2017"
"2017","DKI JAKARTA","JAKARTA PUSAT","MENTENG","GONDANGDIA","Laki-Laki","Islam","10","2017"
"2015","DKI JAKARTA","JAKARTA TIMUR","CIPAYUNG","PONDOK RANGGON","Perempuan","Khonghuchu","","2015"
"2017","DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","JATI PADANG","Laki-Laki","Kristen","2","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","CILANDAK TIMUR","Laki-Laki","Kristen","7","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","RAGUNAN","Laki-Laki","Kristen","9","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","PEJATEN TIMUR","Laki-Laki","Kristen","9","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","PEJATEN BARAT","Laki-Laki","Kristen","4","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","PASAR MINGGU","KEBAGUSAN","Laki-Laki","Kristen","7","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN LAMA","KEBAYORAN LAMA UTARA","Laki-Laki","Kristen","10","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN LAMA","PONDOK PINANG","Laki-Laki","Kristen","14","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN LAMA","CIPULIR","Laki-Laki","Kristen","2","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN LAMA","GROGOL UTARA","Laki-Laki","Kristen","11","2017"
"2017","DKI JAKARTA","JAKARTA SELATAN","KEBAYORAN LAMA","GROGOL SELATAN","Laki-Laki","Kristen","8","2017"
